id,score
191003285_edd8d0cf58.jpg,4.3891732353810896e-232
1917265421_aeccf1ca38.jpg,7.711523862191631e-155
1962729184_6996e128e7.jpg,1.4875195904069663e-231
197107117_4b438b1872.jpg,7.208781414766327e-155
197504190_fd1fc3d4b7.jpg,1.2627076138080564e-231
1982852140_56425fa7a2.jpg,8.557332335294228e-155
1998457059_c9ac9a1e1a.jpg,6.867731683891005e-155
200771289_31902164a7.jpg,1.4256605770826504e-231
2021613437_d99731f986.jpg,6.0545243080267405e-155
2041867793_552819a40b.jpg,1.5319719891192393e-231
2054869561_ff723e9eab.jpg,4.476766863915479e-78
2061144717_5b3a1864f0.jpg,7.711523862191631e-155
2061354254_faa5bd294b.jpg,1.3483065280626046e-231
2064790732_219e52e19c.jpg,6.7393716283177006e-155
2073105823_6dacade004.jpg,7.711523862191631e-155
2073964624_52da3a0fc4.jpg,6.7393716283177006e-155
2075321027_c8fcbaf581.jpg,1.5728604687011317e-231
2077079696_03380d218b.jpg,1.0032743411283238e-231
2078311270_f01c9eaf4c.jpg,1.4347128449946335e-231
2083434441_a93bc6306b.jpg,1.384292958842266e-231
2084217208_7bd9bc85e5.jpg,1.2967862918337585e-231
2086513494_dbbcb583e7.jpg,5.969061643530969e-155
2089426086_7acc98a3a8.jpg,1.0032743411283238e-231
2096771662_984441d20d.jpg,5.1582804155151475e-78
2100816230_ff866fb352.jpg,1.0748016968157982e-231
2101457132_69c950bc45.jpg,1.1862177682648818e-231
2102360862_264452db8e.jpg,4.797597231912944e-78
2103568100_5d018c495b.jpg,1.04198122363916e-154
2105756457_a100d8434e.jpg,1.0832677820940877e-231
2112921744_92bf706805.jpg,8.286571670851008e-155
211295363_49010ca38d.jpg,1.2387197655613557e-231
2120383553_5825333a3f.jpg,3.4712915060210913e-78
2120411340_104eb610b1.jpg,5.218621439957678e-78
2124040721_bffc0a091a.jpg,6.887578243315168e-155
2128119486_4407061c40.jpg,1.0547686614863434e-154
2140182410_8e2a06fbda.jpg,0.38260294162784475
2148916767_644ea6a7fa.jpg,0.7825422900366437
215214751_e913b6ff09.jpg,8.014508691042773e-155
2160266952_a2ab39191b.jpg,7.657404561915943e-155
2162564553_96de62c7e6.jpg,1.0244914152188952e-231
2167644298_100ca79f54.jpg,5.798881106377341e-155
2170222061_e8bce4a32d.jpg,0.5
2176980976_7054c99621.jpg,1.384292958842266e-231
2182488373_df73c7cc09.jpg,4.2827389785030944e-78
2183227136_8bb657846b.jpg,1.583976781977924e-231
2189995738_352607a63b.jpg,8.38826642100846e-155
2192131110_8a40e7c028.jpg,9.975386110402101e-155
219301555_17883a51bd.jpg,6.805395922591311e-155
2194286203_5dc620006a.jpg,1.331960397810445e-231
2194494220_bb2178832c.jpg,6.968148412761692e-155
2196107384_361d73a170.jpg,1.4256605770826504e-231
2196316998_3b2d63f01f.jpg,1.2508498911928379e-231
2196846255_2c1635359a.jpg,1.312834642906688e-154
2197275664_fabcf3424b.jpg,1.5319719891192393e-231
2204550058_2707d92338.jpg,7.241926111174567e-155
2206960564_325ed0c7ae.jpg,6.342499378118519e-78
2207244634_1db1a1890b.jpg,6.608446987146148e-78
2208067635_39a03834ca.jpg,7.657404561915943e-155
2208310655_a3d83080c5.jpg,7.208781414766327e-155
2215136723_960edfea49.jpg,4.618846890203085e-78
2216695423_1362cb25f3.jpg,7.600394483915427e-155
2218609886_892dcd6915.jpg,5.94781875096292e-155
2224450291_4c133fabe8.jpg,1.2882297539194154e-231
2225231022_1632d0a5aa.jpg,1.3165594234639305e-231
2228022180_9597b2a458.jpg,1.384292958842266e-231
2229179070_dc8ea8582e.jpg,6.040533861202418e-155
223299142_521aedf9e7.jpg,6.0586496599702706e-155
2238019823_79318d1f11.jpg,3.9876353728947065e-78
2238759450_6475641bdb.jpg,1.1988328686372911e-231
2239938351_43c73c887c.jpg,0.38498150077635496
224369028_b1ac40d1fa.jpg,1.2508498911928379e-231
2247889670_413db8094b.jpg,2.0685210321540116e-155
2248487950_c62d0c81a9.jpg,1.384292958842266e-231
2251747182_6b67a3ab8b.jpg,9.53091075863908e-155
2256133102_e2c8314ecb.jpg,7.241926111174567e-155
2265096094_8cc34d669c.jpg,6.684949609530091e-155
226607225_44d696db6b.jpg,9.853445011990208e-232
2271755053_e1b1ec8442.jpg,1.3483065280626046e-231
2274992140_bb9e868bb8.jpg,8.66747005226959e-155
2280525192_81911f2b00.jpg,4.797597231912944e-78
2283966256_70317e1759.jpg,0.5410822690539396
2285570521_05015cbf4b.jpg,7.241926111174567e-155
2288099178_41091aa00c.jpg,1.1640469867513693e-231
2289068031_fe26990183.jpg,1.384292958842266e-231
2292406847_f366350600.jpg,1.4488496539373276e-231
2295216243_0712928988.jpg,9.280167055464391e-78
2295750198_6d152d7ceb.jpg,1.2183324802375697e-231
229862312_1a0ba19dab.jpg,7.57965434483665e-155
2300168895_a9b83e16fc.jpg,0.5
2301525531_edde12d673.jpg,8.929334592065812e-78
2306674172_dc07c7f847.jpg,6.7393716283177006e-155
2307118114_c258e3a47e.jpg,6.333134513676991e-155
2308271254_27fb466eb4.jpg,8.068564628293374e-78
2308978137_bfe776d541.jpg,1.384292958842266e-231
2309860995_c2e2a0feeb.jpg,1.0540802035034432e-154
2310126952_7dc86d88f6.jpg,4.0524962413350997e-78
2311690895_0d6efe11c8.jpg,1.2882297539194154e-231
2317714088_bcd081f926.jpg,8.15394372921771e-155
2333288869_8c01e4c859.jpg,7.241926111174567e-155
2339106348_2df90aa6a9.jpg,7.657404561915943e-155
2340206885_58754a799a.jpg,0.7598356856515925
2343525685_3eba3b6686.jpg,7.478986131155753e-155
2345984157_724823b1e4.jpg,0.41113361690051975
2346401538_f5e8da66fc.jpg,1.1103055738259992e-231
2351479551_e8820a1ff3.jpg,3.5354605262379067e-78
2354540393_a149722680.jpg,1.2882297539194154e-231
2358554995_54ed3baa83.jpg,1.3165594234639305e-231
2358561039_e215a8d6cd.jpg,1.4488496539373276e-231
2358898017_24496b80e8.jpg,4.953890078369194e-78
2370481277_a3085614c9.jpg,8.38826642100846e-155
2373234213_4ebe9c4ee5.jpg,1.4875195904069663e-231
2374652725_32f90fa15c.jpg,0.5410822690539396
2378149488_648e5deeac.jpg,1.4488496539373276e-231
2384353160_f395e9a54b.jpg,7.57965434483665e-155
